query_id	tema	subtema	query_text	num_pedido_normalizado	num_publicacao	relevance_candidato	score_regra	evidencia_regra	ipc	titulo
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022007719	WO2021/081407	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=4; termos_medios=farmaceutica|cancer	A61K 47/68; A61P 35/00; C07D 495/04; C07K 16/28; C07K 16/32	IMUNOCONJUGADOS, COMPOSTO LIGANTE, COMPOSIÇÃO FARMACÊUTICA, MÉTODO PARA TRATAR CÂNCER, USO DE UM IMUNOCONJUGADO E MÉTODO DE PREPARAÇÃO DE UM IMUNOCONJUGADO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022020477	WO2021/214227	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 39/00; A61K 39/395; A61K 47/68; A61P 35/00; C07K 16/28; C07K 16/30	COMBINAÇÕES ANTITUMOR CONTENDO CONJUGADOS DE ANTICORPO ANTI-CEACAM5 E CETUXIMABE
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023006024	WO2022/076859	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_fortes=administracao; termos_medios=farmaceutica	A61K 38/20; A61K 47/60; A61P 35/00; A61P 37/04	TERAPIAS DE IMUNO-ONCOLOGIA COM CONJUGADOS DE IL-2
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022014398	WO2021/148003	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=4; termos_medios=farmaco|cancer	A61K 47/68; A61P 35/00; C07D 307/20; C07K 16/28	CONJUGADO DE FÁRMACO DE DERIVADO DE ERIBULINA, MÉTODO DE PREPARAÇÃO PARA O MESMO E APLICAÇÃO DO MESMO EM MEDICINA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022012164	WO2021/124249	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_fortes=formulacao; termos_medios=farmaceutica	A61K 31/198; A61K 31/505; A61K 31/728; A61K 38/00; A61K 47/00; A61K 9/00; A61P 19/00; A61P 19/04	COMPOSTO DE ÁCIDO HIALURÔNICO E PELO MENOS UM HETEROCICLO DERIVADO DE PURINA E/OU PIRIMIDINA, COMPOSTO PARA USO, ESTRUTURA DE SUPORTE IMPLANTÁVEL E FORMULAÇÃO FARMACÊUTICA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022001045	WO2021/016233	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer|tumor	A61K 39/00; A61K 47/68; A61P 35/00; C07K 16/28; C07K 16/30	USO DE UM ANTICORPO OU UM FRAGMENTO DE LIGAÇÃO AO ANTÍGENO DO MESMO QUE SE LIGA ESPECIFICAMENTE AO LIV1 HUMANO, USO DE UM CONJUGADO ANTICORPO LIV1-FÁRMACO, E, KIT
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022022198	WO2022/043227	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_fortes=formulacao; termos_medios=farmaceutica	A61K 31/4045; A61K 47/12; A61K 9/00; A61K 9/08; A61P 25/22	FORMULAÇÃO INJETÁVEL
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR0812691	WO2009/012268	2	17.0	ipc_forte=2; ipc_media=2; ipc_tema=4; termos_medios=farmaceutica|tumor	A61K 39/395; A61K 47/48; A61P 35/00; C07K 16/28; C12N 15/13	ANTICORPOS ANTI-CD79B, IMUNOCONJUGADO, COMPOSIÇÕES FARMACÊUTICAS, MÉTODO DE INIBIÇÃO DO CRESCIMENTO DE UMA CÉLULA QUE EXPRESSA CD79B, MÉTODO DE DETERMINAR A PRESENÇA DE CD79B E USOS DE UM IMUNOCONJUGADO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022009672	WO2021/108353	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer	A61K 47/68; A61P 35/00; C07K 16/28	TRATAMENTO DE CÂNCERES COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM A PROTEÍNAS 191P4D12
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023008845	WO2022/102634	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_medios=farmaceutica|farmaco|tumor	A61K 31/4745; A61K 39/395; A61K 47/55; A61K 47/68; A61P 35/00; A61P 35/02; A61P 43/00	COMPOSIÇÃO FARMACÊUTICA, E, MÉTODO DE TRATAMENTO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022002391	WO2021/030240	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer	A61K 39/395; A61K 9/00; A61P 35/00; C07K 16/28	TRATAMENTO DE CÂNCER COM CONJUGADOS ANTICORPO-FÁRMACO (ADC) QUE SE LIGAM ÀS PROTEÍNAS 191P4D12
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022007349	WO2021/076966	2	16.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_fortes=formulacao; termos_medios=farmaceutica|cancer|tumor	A61K 35/17; A61K 38/46; A61P 35/00; A61P 43/00; C12N 15/52; C12N 9/14	HOMODÍMERO DE QUINURENINASE, MÉTODO PARA PRODUZIR UM HOMODÍMERO DE QUINURENINASE PEGUILADO, FORMULAÇÃO FARMACÊUTICA E MÉTODO PARA TRATAR UM SUJEITO TENDO UM TUMOR
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022020497	WO2021/214223	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_medios=farmaceutica|cancer|tumor	A61K 31/513; A61K 31/519; A61K 31/555; A61K 47/68; A61P 35/00	COMBINAÇÕES ANTITUMOR CONTENDO CONJUGADOS DE ANTICORPO ANTI-CEACAM5 E FOLFOX
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112020009655	WO2019/096900	2	16.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_fortes=liberacao; termos_medios=farmaceutica|cancer|tumor	A61K 31/282; A61K 39/395; A61P 35/00; C07K 16/28; C07K 16/40	ANTICORPO, USOS DE UM ANTICORPO E USO DE UMA COMBINAÇÃO FARMACÊUTICA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023005795	WO2022/070112	2	16.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_fortes=administracao; termos_medios=farmaceutica|cancer	A61K 38/00; A61P 17/06; A61P 19/02; A61P 21/00; A61P 29/00; A61P 35/00; C07K 14/00; C07K 16/18; C12N 15/62	PROTEÍNA DE FUSÃO RECOMBINANTE, MOLÉCULA DE ÁCIDO NUCLEICO, VETOR DE EXPRESSÃO, CÉLULA, COMPOSIÇÃO, COMPOSIÇÃO FARMACÊUTICA, KIT, MÉTODO PARA TRATAR UMA DOENÇA IMUNE E MÉTODO PARA TRATAR CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022020592	WO2021/214222	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_medios=farmaceutica|cancer|tumor	A61K 31/513; A61K 31/7072; A61K 47/68; A61P 35/00	COMBINAÇÕES ANTITUMOR CONTENDO CONJUGADOS DE ANTICORPO ANTI-CEACAM5, TRIFLURIDINA E TIPIRACILA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023020093	WO2022/211508	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_medios=farmaceutica|farmaco|cancer	A61K 31/5517; A61K 38/05; A61K 45/06; A61K 47/65; A61K 47/68; A61P 35/00	CONJUGADO ANTICORPO-FÁRMACO, INCLUINDO ANTICORPO CONTRA CLDN18.2 HUMANO, E USO DO MESMO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022024098	WO2021/242913	2	16.0	ipc_forte=2; ipc_media=2; ipc_tema=2; termos_fortes=formulacao	A61K 31/53; A61K 47/10; A61K 9/08; A61P 15/10	FORMULAÇÕES E MÉTODOS PARA TRATAR A DISFUNÇÃO ERÉTIL
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022010063	WO2021/107635	2	16.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_fortes=administracao; termos_medios=farmaceutica|cancer	A61K 35/17; A61K 38/00; A61K 38/17; A61K 38/20; A61P 35/00; C07K 14/55; C07K 14/705; C12N 15/63; C12N 5/0783	COMPOSIÇÃO PARA TRATAMENTO ANTICÂNCER, COMPREENDENDO CÉLULAS NK E PROTEÍNA DE FUSÃO QUE COMPREENDE PROTEÍNA IL-2 E PROTEÍNA CD80
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022009100	WO2021/094562	2	16.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_fortes=nanopart; termos_medios=farmaceutica|cancer|tumor	A61K 39/00; A61P 35/00; C07K 14/00; C07K 14/47	PEPTÍDEOS ANTIGÊNICOS PARA PREVENÇÃO E TRATAMENTO DE MALIGNIDADE DE CÉLULAS B
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022026386	WO2022/033532	1	14.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|farmaco|cancer|tumor	A61K 31/395; A61K 31/519; A61P 35/00; C07D 413/14; C07D 417/14; C07D 487/04; C07D 519/00	INIBIDOR DE FGFR E MUTAÇÃO, MÉTODO DE PREPARAÇÃO DO MESMO E USO FARMACÊUTICO DO MESMO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112015005380	WO2014/047231	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 39/395; A61P 35/00; C07K 16/28	ANTICORPO HUMANO BIESPECÍFICO, COMPOSIÇÃO FARMACÊUTICA E USOS DOS MESMOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112014002353	WO2013/019906	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 39/395; A61P 35/00; C07K 16/28; C07K 16/30	USOS DE ANTAGONISTAS DE LIGAÇÃO DO EIXO PD-1 E INIBIDORES DE MEK, COMPOSIÇÕES FARMACÊUTICAS, E KIT
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112014002621	WO2013/018892	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_medios=farmaceutica|cancer	A61K 39/395; A61K 48/00; A61P 35/00; A61P 35/02; C07K 16/30; C12N 15/09	Anticorpo, ou seu fragmento, composição farmacêutica, uso de um anticorpo e uso de uma composição farmacêutica
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023016779	WO2022/175750	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 51/10; A61P 35/00; C07K 16/00; C07K 16/18; C07K 16/28	IMUNOCONJUGADO, COMPOSIÇÃO FARMACÊUTICA, SEUS USOS, ÁCIDO NUCLEICO E MÉTODOS PARA PRODUZIR UM IMUNOCONJUGADO E UM RADIOIMUNOCONJUGADO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112013023175	WO2012/121361	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 31/407; A61K 31/437; A61K 31/4439; A61K 31/506; A61K 31/5377; A61P 35/00; A61P 35/02; A61P 43/00; C07D 471/20; C07D 487/10; C07D 519/00	COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, E, USO DO COMPOSTO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022018631	WO2021/187922	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|farmaco|cancer	A61K 38/00; A61K 38/17; A61K 38/20; A61K 45/06; A61P 35/00; C07K 14/55; C07K 14/705	USO DE UMA PROTEÍNA DE FUSÃO COMPREENDENDO UM FRAGMENTO DE CD80 E UMA VARIANTE DE IL-2 PARA PREVENIR OU TRATAR CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022012625	WO2021/130638	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 31/519; A61K 31/5377; A61K 31/5415; A61K 31/55; A61K 31/553; A61P 31/12; A61P 31/14; A61P 31/16; A61P 31/18; A61P 35/00; A61P 35/02; A61P 35/04; C07D 487/04; C07D 519/00	COMPOSTOS MODULADORES DE DIACILGLICEROL QUINASE, COMPOSIÇÃO, KIT E COMBINAÇÃO QUE COMPREENDE OS MESMOS E USO DOS REFERIDOS COMPOSTOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022010069	WO2021/104302	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_medios=farmaceutica|tumor	A61K 39/395; A61P 35/00; C07K 16/46; C12N 15/13	ANTICORPO BIESPECÍFICO, MOLÉCULA DE ÁCIDO NUCLEICO ISOLADA, VETOR, CÉLULA HOSPEDEIRA, CONJUGADO, KIT, USO DO ANTICORPO BIESPECÍFICO E COMPOSIÇÃO FARMACÊUTICA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022019387	WO2021/194326	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer|tumor	A61K 31/505; A61K 31/506; A61K 31/5377; A61P 35/00; A61P 37/00; C07D 239/42; C07D 401/04; C07D 401/14; C07D 403/04; C07D 403/14	DERIVADOS DE AMINOPIRIMIDINA E SEU USO COMO MODULADORES DE RECEPTORES DE ARIL HIDROCARBONETOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR102018001028	BR102018001028	1	13.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer|tumor	A61K 31/475; A61K 31/50; A61K 38/16; A61P 35/00; C07K 14/415	COMPOSIÇÃO ANTITUMORAL À BASE DE QUENOPODINA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022018157	WO2021/182573	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer	A61K 31/337; A61K 39/395; A61K 45/00; A61P 35/00; A61P 43/00; C07K 16/30	MEDICAMENTO PARA O TRATAMENTO E/OU PREVENÇÃO DO CÂNCER, AGENTES QUE AUMENTAM A EFICÁCIA DE UM FÁRMACO E MÉTODO PARA O TRATAMENTO E/OU PREVENÇÃO DO CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112017021929	WO2016/166250	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/4709; A61P 35/00; C07D 401/12; C07D 401/14; C07D 405/14; C07D 409/14; C07D 413/14; C07D 417/14	DERIVADOS DE QUINOLINA COMO INIBIDORES TAM RTK, COMPOSIÇÃO FARMACÊUTICA COMPREENDENDO OS REFERIDOS DERIVADOS E USO DESTES
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112015023060	WO2014/140644	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/519; A61P 35/00; C07D 498/14	ENTIDADES QUÍMICAS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023004275	WO2022/063899	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/40; A61P 35/00; C07D 207/337	SAL FARMACÊUTICO DE UM DERIVADO DE ARIL PIRROL
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022018166	WO2021/182571	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/282; A61K 31/7068; A61K 39/395; A61P 35/00; A61P 43/00; C07K 16/30	MEDICAMENTO PARA TRATAMENTO E/OU PREVENÇÃO DE CÂNCER, AGENTES QUE AUMENTAM A EFICÁCIA DE DROGA DE UMA COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA TRATAR E/OU PREVENIR CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112021023824	WO2020/238900	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/519; A61P 35/00; C07D 519/00	COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, MÉTODO PARA INIBIR DNA-PK E USO DO COMPOSTO OU DA COMPOSIÇÃO FARMACÊUTICA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112016014151	WO2015/092431	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/519; A61P 35/00; C07D 487/04; C07D 487/14; C07D 519/00	PIRIRMIDOPIRIMIDINONAS ÚTEIS COMO INIBIDORES DE QUINASES WEE-1
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112016001783	WO2015/022662	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/437; A61P 35/00; C07D 471/04	COMPOSTOS COMO INIBIDORES DE MEK
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112016022060	WO2015/144803	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/4985; A61P 35/00; C07D 403/14	COMPOSTO, PROCESSO PARA PREPARAÇÃO DE UM COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, E, USO DE UM COMPOSTO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022021322	WO2021/213434	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaco|cancer	A61K 38/00; A61K 39/395; A61P 35/00; C07K 16/28	ANTICORPO CONTRA NECTINA-4 E APLICAÇÃO DO MESMO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112014008495	WO2013/053983	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/4184; A61K 31/4188; A61P 35/00; C07D 401/14; C07D 403/04; C07D 413/04; C07D 471/04	COMPOSTO INIBIDOR DA PROTEÍNA QUINASE, COMPOSIÇÃO FARMACÊUTICA COMPREENDENDO-O E USO DO MESMO PARA A FABRICAÇÃO DE UM MEDICAMENTO PARA O TRATAMENTO DE CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022004851	WO2021/055789	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=4; termos_medios=cancer	A61K 31/337; A61K 33/24; A61K 39/395; A61K 45/06; A61P 35/00; C07K 16/30; C12Q 1/68; G01N 33/574	USO DE INIBIDORES DE DKK-1 PARA TRATAR CÂNCER
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR1006812	WO2010/083414	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/47; A61P 35/00; C07D 215/227	FORMA CRISTALINA DE L-MALATO DE N-(4-{[6,7-BIS(METILOXI)-QUINOLIN-4-IL]OXI}FENIL)-N'-(4-FLUORFENIL)CICLOPROPANO-1,1-DICARBOXAMIDA, COMPOSIÇÕES FARMACÊUTICAS E USOS DO MESMO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112014030812	WO2014/007951	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/4375; A61K 31/519; A61P 35/00; C07D 471/14; C07D 471/22; C07D 491/22; C07D 495/14; C07D 498/14	COMPOSTOS TRICÍCLICOS SUBSTITUÍDOS COMO INIBIDORES DE FGFR, SEUS USOS, COMPOSIÇÃO FARMACÊUTICA E MÉTODO PARA INIBIR UMA ENZIMA FGFR
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023021125	WO2022/223543	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|tumor	A61K 31/41; A61K 39/395; A61K 45/06; A61P 35/00; C07K 16/28	COMBINAÇÃO COMPREENDENDO UM INIBIDOR ESPECÍFICO DE HDAC6 E PELO MENOS UM INIBIDOR DO PONTO DE VERIFICAÇÃO DE CTLA4
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022011639	WO2021/125802	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/437; A61K 31/444; A61K 31/4725; A61P 21/00; A61P 25/00; A61P 29/00; A61P 35/00; C07D 401/04; C07D 401/14; C07D 471/04	DERIVADOS DE INDAZOL, SEUS USOS E COMPOSIÇÃO FARMACÊUTICA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112023017126	WO2022/178821	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=2; termos_medios=farmaceutica|farmaco|cancer	A61K 31/04; A61K 31/06; A61K 31/664; A61P 35/00	USO DO COMPOSTO ATIVADO POR AKR1C3
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022008535	WO2021/091956	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/504; A61K 38/12; A61P 35/00; C07K 5/02	COMPOSTO, COMPOSIÇÃO FARMACÊUTICA, MÉTODOS PARA TRATAR CÂNCER E UM DISTÚRBIO RELATIVO À PROTEÍNA RAS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112019020421	WO2018/178338	1	12.0	ipc_forte=1; ipc_media=2; ipc_tema=3; termos_medios=farmaceutica|cancer	A61K 31/519; A61P 35/00; C07D 497/14	DERIVADOS DE 2-OXO-TIAZÓIS COMO INIBIDORES DE A2A, COMPOSTOS, COMPOSIÇÃO FARMACÊUTICA, MEDICAMENTO, USO DOS MESMOS NO TRATAMENTO DE CÂNCERES E PROCESSO PARA FABRICAR OS COMPOSTOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022010833	WO2021/110085	0	5.0	termos_fortes=administracao; termos_medios=farmaco|cancer	G01N 33/50	MÉTODO PARA ASSOCI-AÇÃO AO NÍVEL DE EXPRESSÃO DA ENZIMA AKR1C3 ATRAVÉS DO CONTEÚDO DE PROSTAGLANDINA E USO DE TRIAGEM PARA ADMI-NISTRAÇÃO DE FÁRMACOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112019012723	WO2018/112543	0	4.0	termos_fortes=nanopart; termos_medios=farmaceutica	B05D 1/00; B82B 3/00; B82Y 40/00; C08F 2/34; C08F 2/46; C08F 2/58; C23C 14/00; C23C 16/455; C23C 16/50; H05H 1/24	CONJUGADO, COMPOSIÇÃO FARMACÊUTICA, SUBSTRATO, USO DE UM POLÍMERO DE NANOPARTICULADO OU AGREGADO E MÉTODO DE FORMAÇÃO DE UM CONJUGADO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR102023004611	BR102023004611	0	4.0	termos_fortes=liberacao; termos_medios=farmaceutica	A61L 15/18; A61L 15/44	TECIDO CONTENDO LIBERADOR DE ÓXIDO NÍTRICO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR102018009266	BR102018009266	0	4.0	termos_fortes=administracao; termos_medios=farmaceutica	B01J 21/04; B01J 21/10; B01J 23/02; B01J 23/06; B01J 23/22; B01J 23/26; B01J 23/44; B01J 23/74; B01J 37/02	PROCESSO PARA SÍNTESE DE NANOTUBOS DE HIDRÓXIDOS DUPLOS LAMELARES, NANOTUBOS DE HIDRÓXIDOS DUPLOS LAMELARES E SEUS USOS
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022012409	WO2021/137094	0	4.0	termos_fortes=entrega; termos_medios=tumor	A61N 1/04; A61N 1/36	MATRIZES PARA ENTREGAR CAMPOS DE TRATAMENTO DE TUMOR (TTFIELDS) COM ELEMENTOS DE ELETRODO ACESSÍVEIS INDIVIDUALMENTE E SENSORES DE TEMPERATURA
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR102021016251	BR102021016251	0	4.0	termos_fortes=nanopart; termos_medios=farmaceutica	A23D 9/04; A23P 10/30	NANOPARTÍCULAS DE ÓLEO DE PALMA BRUTO E FRAÇÕES, OLEÍNA E ESTEARINA, OBTIDAS POR MÉTODO DE HOMOGENEIZAÇÃO
QF010	tratamentos_cancer_farmacos	formulacoes_e_entrega	formulação farmacêutica para entrega de fármaco anticâncer	BR112022024097	WO2021/239522	0	3.0	termos_fortes=liberacao	H04W 4/021; H04W 4/029; H04W 4/44	MÉTODO E SISTEMA PARA LIBERAR A UM USUÁRIO UM SERVIÇO DEDICADO RESTRITO A UMA ÁREA DE SERVIÇO DE ACESSO CONTROLADO
