query_id	query_text	num_pedido	titulo	resumo	relevancia
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022026738	INTERFACE DE ATENÇÃO (AT) PARA RECOMENDAÇÕES DE TAXA DE BITS DA REDE DE ACESSO POR RÁDIO	INTERFACE DE ATENÇÃO (AT) PARA RECOMENDAÇÕES DE TAXA DE BITS DA REDE DE ACESSO POR RÁDIO. Várias modalidades podem fornecer assistência de downlink de serviço de streaming e/ou mecanismos de assistência de uplink para um dispositivo sem fio usando comandos de atenção (AT) trocados entre um processador de modem do dispositivo sem fio e outro processador do dispositivo sem fio. Várias modalidades podem incluir um comando AT que é um comando de ação de recomendação de taxa de bits incluindo uma indicação de um identificador de fluxo, uma indicação de uma taxa de bits solicitada e uma indicação de uma direção. Várias modalidades podem incluir uma resposta AT que é uma resposta de recomendação de taxa de bits, a resposta de recomendação de taxa de bits incluindo uma indicação de um identificador de fluxo, uma indicação de uma recomendação de taxa de bits e uma indicação de uma direção.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102017007133	MÉTODO DE OBTENÇÃO DE PADRÕES DE ÁCIDOS CLOROGÊNICOS, PADRÕES ASSIM OBTIDOS E USO	MÉTODO DE OBTENÇÃO DE PADRÕES DE ÁCIDOS CLOROGÊNICOS, PADRÕES ASSIM OBTIDOS E USO A presente invenção refere-se a um método de extração e purificação de ácidos clorogênicos a partir de uma planta cultivada na América Latina (erva mate, hex paraguariensis) e com processo de obtenção otimizado por meio do emprego de planejamentos estatísticos multivariados. A presente invenção se aplica no campo da química, de forma mais específica em análises químicas e faz referência a um método de obtenção de padrões de ácidos clorogênicos.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR202021016819	DISPOSITIVO AUTOMATIZADO DE DESCARTE E FILTRAGEM DE ÁGUA DA CHUVA PARA APROVEITAMENTO E USO NÃO POTÁVEL	DISPOSITIVO AUTOMATIZADO DE DESCARTE E FILTRAGEM DE ÁGUA DA CHUVA PARA APROVEITAMENTO E USO NÃO POTÁVEL. O presente modelo de utilidade se refere a um dispositivo automatizado de descarte e filtragem de água da chuva para aproveitamento e uso não potável composto por um sistema de desvio (1), um sistema de filtragem (2) e uma caixa de controle (3) desses sistemas. Especificamente, o presente modelo de utilidade pertence ao campo da Engenharia Ambiental.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102021006986	USO DE NITAZOXANIDA PARA A PREPARAÇÃO DE MEDICAMENTO PARA A PREVENÇÃO OU O TRATAMENTO DE INFECÇÃO CAUSADA POR CORONAVÍRUS SARS-COV-2	USO DE NITAZOXANIDA PARA A PREPARAÇÃO DE MEDICAMENTO PARA A PREVENÇÃO OU O TRATAMENTO DE INFECÇÃO CAUSADA POR CORONAVÍRUS SARS-COV-2. A presente invenção refere-se ao uso de nitazoxanida ou sal farmaceuticamente aceitável para a preparação de um medicamento para a prevenção ou o tratamento de infecção causada pelo coronavírus SARS-CoV-2, em que o medicamento contém 600 mg de nitazoxanida.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR202021004757	SISTEMA PARA A PURIFICAÇÃO DE BIOGÁS OBTIDO POR MEIO DE DIGESTÃO ANAERÓBIA DE RESÍDUOS SÓLIDOS URBANOS ATRAVÉS DA INJEÇÃO EM CULTIVO DE MICROALGAS	SISTEMA PARA A PURIFICAÇÃO DE BIOGÁS OBTIDO POR MEIO DE DIGESTÃO ANAERÓBIA DE RESÍDUOS SÓLIDOS URBANOS ATRAVÉS DA INJEÇÃO EM CULTIVO DE MICROALGAS.O presente modelo de utilidade trata-se de um sistema contínuo para purificação de biogás produzido a partir de fração orgânica de resíduos sólidos urbanos (RSU). Com a realização de cultivo de microalgas, será possível utilizá-las para remoção do gás sulfídrico (H2S) e do gás carbônico (CO2) presente no biogás bruto. A remoção é garantida devido afotossíntese, processo bio-químico realizado pelas microalgas, onde ocorre a degradação de gás carbônico e água em oxigênio, sendo que essa quantidade de oxigênio será utilizada na reação química de oxidação do gás sulfídrico em sulfato, restando apenas o biogás purificado, contendo gás metano em maior proporção. O sistema contém uma coluna (1) onde o biogás bruto será injetado no cultivo. As impurezas do biogás sãoabsorvidas, pelo meio líquido e o biogás limpo sairá por um tubo no topo da coluna. O meio de cultivo é injetado em uma segunda coluna (2), que coleta biogás purificadoremanescente no sistema, através de uma tubulação na parte superior da coluna. O meio é bombeado para um fotobiorreator tubular (3), onde as microalgas realizarão a fotossíntese consumindo os nutrientes do meio líquido antes deste seguir para o tanque pulmão (4) e, na sequência, ser reinjetado no sistema.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102021015593	APARATO EXPERIMENTAL PORTÁTIL PARA TRIAGEM DE ADITIVOS EMPREGADOS PARA FORMAÇÃO OU INIBIÇÃO CINÉTICA DE HIDRATOS DE CICLOPENTANO	APARATO EXPERIMENTAL PORTÁTIL PARA TRIAGEM DE ADITIVOS EMPREGADOS PARA FORMAÇÃO OU INIBIÇÃO CINÉTICA DE HIDRATOS DE CICLOPENTANO. A presente invenção refere-se a um aparato experimental portátil, de fácil utilização e econômico capaz de otimizar o processo de triagem para múltiplos aditivos ou múltiplasamostras, com possível aplicação no processo de formação e/ou inibição cinética de hidratos de gás. A invenção inclui um sistema com agitação magnética, que através deum aplicativo para Android, permite a escolha da velocidade de agitação das amostras; viabiliza estudos de hidratos de gás em qualquer laboratório devido ao baixo custo deprodução; permite o estudo de novos aditivos em quantidades pequenas e, sobretudo, esta invenção apresenta um dispositivo portátil e facilmente utilizado em bancada detrabalho. Adicionalmente, o método de formação de hidratos empregado neste aparato é baseado em um modelo de hidrato alternativo, o hidrato de ciclopentano, que permitea avaliação de novos aditivos sob pressão atmosférica, conferindo economia e segurança à operação.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102015008336	PREPARAÇÕES ENZIMÁTICAS COMPREENDENDO ENZIMAS IMOBILIZADAS EM NANOTUBOS DE CARBONO, PROCESSO DE OBTENÇÃO E USO	PREPARAÇÕES ENZIMÁTICAS COMPREENDENDO ENZIMAS IMOBILIZADAS EM NANOTUBOS DE CARBONO, PROCESSO DE OBTENÇÃO E USO A presente invenção descreve preparações enzimáticas compreendendo extratos enzimaticos fúngicos, que podem ser parcialmente purificados, constituídos principalmente de lignina peroxidase, imobilizados em nanotubos de carbono. A invenção descreve, ainda, o processo de obtenção destas preparações enzimáticas e o uso das mesmas na modificação estrutural de hidrocarbonetos aromáticos, mais precisamentede corantes que contenham um ou mais anéis aromáticos em sua estrutura. Tais preparações são úteis, por exemplo, no tratamento de efluentes industriais contendo poluentes recalcitrantes, tais como estes corantes, por promover sua descoloração. Dado que a diminuição dos recursos de água é um problema global, o tratamento eficaz de efluentes é um passo importante para a conservação dos recursos hídricos.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022015851	MELHORIA DE DESEMPENHO DE RECEPTOR BASEADO EM APRENDIZAGEM DE MÁQUINA USANDO TONS DE REDUÇÃO DE PICO	MELHORIA DE DESEMPENHO DE RECEPTOR BASEADO EM APRENDIZAGEM DE MÁQUINA USANDO TONS DE REDUÇÃO DE PICO.Várias modalidades incluem métodos realizados em circuitos receptores de um dispositivo de comunicação sem fio para demodular formas de onda de transmissão sem fio para reconstruir tons de dados, que podem incluir receber, a partir de um transmissor, formas de onda de transmissão sem fio que incluem tons de redução de pico (PRTs) que foram inseridos por um rede neural de PRT no transmissor, e demodular as formas de onda de transmissão sem fio recebidas usando uma rede neural decodificadora que foi treinada com base nas saídas do transmissor para emitir uma reconstrução dos tons de dados. Outras modalidades incluem a troca de informações entre os circuitos transmissor e receptor para coordenar a rede neural de PRT usada para inserir PRTs no dispositivo de comunicação sem fio transmissor e a rede neural decodificadora usada no dispositivo de comunicação sem fio de recepção para demodular as formas de onda de transmissão recebidas a partir do dispositivo de comunicação sem fio transmissor.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR102021015972	PROCESSO DE PRODUÇÃO DE UM ANTÍGENO, CORRESPONDENTE AOS VÍRUS SARS-COV-2 INATIVADO, ANTÍGENO, CORRESPONDENTE AOS VÍRUS SARS-COV-2, INATIVADO, COMPOSIÇÃO ANTIGÊNICA, KITS E SEUS USOS	PROCESSO DE PRODUÇÃO DE UM ANTÍGENO, CORRESPONDENTE AOSVÍRUS SARS-COV-2 INATIVADO, ANTÍGENO, CORRESPONDENTE AOS VÍRUS SARS-COV-2, INATIVADO, COMPOSIÇÃO ANTIGÊNICA, KITS E SEUS USOS. A presente invenção se refere a técnicas e processos para a produção, purificação, inativação e análise de SARSCoV-2. A presente invenção se refere ao processo de produção de um antígeno, correspondente aos vírus SARS-COV-2 inativado por irradiação gama. O processo de produção de um antígeno, correspondente aos vírus SARS-COV-2 inativado por irradiação gama é para ser utilizado na produção de uma nova vacina, antígeno para a produção de plasma hiperimune em cavalos para soroterapia, e, em diferentes espécies animais para produção de anticorpos/insumos à pesquisa e estabelecimento de técnicas de sorodiagnóstico. A presente invenção se refere a composição antigênica em que compreende o antígeno, correspondente aos vírus SARS-COV-2, inativado e um veículo, excipiente, diluente farmaceuticamente aceitável. Refere-se também a um Processo para produção de imunoglobulina anti-SARS-CoV-2 utilizando o vírus SARS-COV2 inativado por irradiação gama.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112012031342	MÉTODO PARA PRODUZIR BORRACHA DE DIENO CONJUGADO MODIFICADO, BORRACHA DE DIENO CONJUGADO MODIFICADO, COMPOSIÇÃO DE BORRACHA, E, PNEU	MÉTODO PARA PRODUZIR BORRACHA DE DIENO CONJUGADO MODIFICADO, BORRACHA DE DIENO CONJUGADO MODIFICADO, COMPOSIÇÃO DE BORRACHA, E, PNEU. Proporciona-se um método para produzir uma borracha de dieno conjugado modificado útil como um material de partida para uma borracha reticulada que pode ser usada em uma banda de rodagem de pneu e análogos, de forma a reduzir o consumo de combustível. O método para produzir uma borracha de dieno conjugado modificado compreende: (a) uma etapa para obter um polímero de dieno conjugado modificado por meio de reação de um polímero de dieno conjugado que apresenta terminais ativos para metal alcalino ou metal alcalinoterroso e é obtido por meio de polimerização de um composto de dieno conjugado e um composto de vinila aromático, com um primeiro composto alcoxisilano apresentando grupos alcoxisilila compreendendo dosi ou mais grupos alcóxi e pelo menos um grupo capaz de tornar-se um ônio na presença de um agente produtor de ônio; e (b) uma etapa para mistura do polímero de dieno conjugado modificado resultante, o agente produtor de ônio; um segundo composto alcoxisilano apresentando grupos alcoxisilila e pelo menos um grupo capaz de tornar-se um ônio na presença do agente produtor de ônio, e, como um catalisador de condensação, um composto alcoxisilano contendo um elemento metálico.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022007329	POLÍMERO À BASE DE DIENO CONJUGADO MODIFICADO, MÉTODO PARA A PREPARAÇÃO DO MESMO E COMPOSIÇÃO DE BORRACHA INCLUINDO O MESMO	POLÍMERO À BASE DE DIENO CONJUGADO MODIFICADO, MÉTODO PARA A PREPARAÇÃO DO MESMO E COMPOSIÇÃO DE BORRACHA INCLUINDO O MESMO. A presente invenção refere-se a um polímero à base de dieno conjugado modificado e uma composição de borracha incluindo o mesmo, e provê um polímero à base de dieno conjugado modificado que satisfaz o seguinte: a) uma curva de distribuição do peso molecular por cromatografia de permeação em gel (GPC) tem um formato unimodal; b) a distribuição de peso molecular (PDI: MWD) é 1,00 ou mais e menos do que 1,70; c) o fluxo frio é 1,00 ou menos; e d) o teor de Si é 100 ppm ou mais com base em um peso total do polímero à base de dieno conjugado modificado.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022003157	COPOLÍMERO EM BLOCO, MÉTODO PARA SUA PREPARAÇÃO E COMPOSIÇÃO ASFÁLTICA COMPREENDENDO O MESMO	COPOLÍMERO EM BLOCO, MÉTODO PARA SUA PREPARAÇÃO E COMPOSIÇÃO ASFÁLTICA COMPREENDENDO O MESMO.A presente invenção refere-se a um copolímero em bloco e a um copolímero em bloco incluindo um bloco de polímero à base de vinil aromático, um bloco de polímero à base de dieno conjugado e um grupo de ligação de agente de acoplamento, em que o bloco de polímero à base de dieno conjugado inclui um grupo hidroxila, o teor de grupo hidroxila é de 0,5% em mol a 12,0% em mol, com base no teor da ligação dupla de uma unidade monomérica à base de dieno conjugado, um método para sua preparação e uma composição asfáltica incluindo o mesmo.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112020021822	COMPLEXO DE AMIDO-ÉTER DE FOSFINIMINA, SISTEMA DE CATALISADOR DE POLIMERIZAÇÃO DE OLEFINA E PROCESSO PARA A POLIMERIZAÇÃO DE OLEFINAS	Uma nova família de complexos organometálicos que contêm i) um átomo de metal selecionado de Hf e Zr; ii) um ligante de fosfinimina; iii) um ligante de amido-éter e pelo menos um outro ligante auxiliar. O uso de um tal complexo, em combinação com um ativador, como um catalisador de polimerização de olefina é demonstrado. Os catalisadores são particularmente eficazes para a copolimerização de etileno com uma alfa olefina (como 1-buteno; 1-hexeno ou 1-octeno) e permitem a produção de copolímeros de alto peso molecular (Mw maior do que 25.000); com boa incorporação de comonômero em alta produtividade.	0
QN003	Terapias baseadas em anticorpos para tratamento de câncer	BR112022008276	COMPOSIÇÃO FARMACÊUTICA E COMPOSTO PARA FABRICAÇÃO DA MESMA PARA TRATAMENTO DE NEFROPATIA DIABÉTICA COM UM ESTIMULANTE DE SGC	RATAMENTO DE NEFROPATIA DIABÉTICA COM UM ESTIMULANTE DE sGC. A presente invenção refere-se a um método para o tratamento de indivíduos apresentando nefropatia diabética pela administração de certas dosagens do Composto I, um estimulante de ciclase guanilato solúvel (sGC), ou separadamente ou em terapia de combinação.	0
